transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-11045,STORE-02,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-07,2026-08-29T08:51:00,555-7875
SQ-11045,STORE-02,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-07,2026-08-29T08:51:00,555-7875
SQ-11045,STORE-02,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-07,2026-08-29T08:51:00,555-7875
SQ-11046,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-08,2026-08-29T15:59:00,
SQ-11046,STORE-02,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-08,2026-08-29T15:59:00,
SQ-11046,STORE-02,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,cash,EMP-08,2026-08-29T15:59:00,
SQ-11047,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-06,2026-08-29T10:36:00,555-5850
SQ-11047,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-06,2026-08-29T10:36:00,555-5850
SQ-11047,STORE-03,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-06,2026-08-29T10:36:00,555-5850
SQ-11048,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-07,2026-08-29T13:27:00,
SQ-11049,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,cash,EMP-12,2026-08-29T12:28:00,
SQ-11049,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-12,2026-08-29T12:28:00,
SQ-11050,STORE-02,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,cash,EMP-12,2026-08-29T07:18:00,555-2104
SQ-11050,STORE-02,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,cash,EMP-12,2026-08-29T07:18:00,555-2104
SQ-11050,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,cash,EMP-12,2026-08-29T07:18:00,555-2104
SQ-11051,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,1.1,card,EMP-03,2026-08-29T09:02:00,
SQ-11051,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-03,2026-08-29T09:02:00,
SQ-11052,STORE-03,DR-8OZ,Dark Roast 8oz,1,11.0,1.1,card,EMP-01,2026-08-29T10:07:00,
SQ-11052,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-01,2026-08-29T10:07:00,
SQ-11052,STORE-03,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-01,2026-08-29T10:07:00,
SQ-11053,STORE-03,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-06,2026-08-29T11:28:00,
SQ-11054,STORE-02,LR-12OZ,Light Roast 12oz,2,15.0,1.5,card,EMP-10,2026-08-29T15:19:00,555-2931
SQ-11055,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-05,2026-08-29T13:19:00,
SQ-11055,STORE-03,LR-12OZ,Light Roast 12oz,1,15.0,0.0,cash,EMP-05,2026-08-29T13:19:00,
SQ-11055,STORE-03,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,cash,EMP-05,2026-08-29T13:19:00,
SQ-11056,STORE-02,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-05,2026-08-29T14:08:00,
SQ-11056,STORE-02,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-05,2026-08-29T14:08:00,
SQ-11057,STORE-03,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-11,2026-08-29T17:11:00,555-6811
SQ-11057,STORE-03,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-11,2026-08-29T17:11:00,555-6811
SQ-11057,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-11,2026-08-29T17:11:00,555-6811
SQ-11058,STORE-02,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-09,2026-08-29T18:55:00,
SQ-11058,STORE-02,MR-12OZ,Medium Roast 12oz,2,15.5,1.55,cash,EMP-09,2026-08-29T18:55:00,
SQ-11058,STORE-02,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-09,2026-08-29T18:55:00,
SQ-11059,STORE-03,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-04,2026-08-29T16:32:00,
