transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-11026,STORE-03,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-04,2026-08-28T16:26:00,
SQ-11026,STORE-03,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-04,2026-08-28T16:26:00,
SQ-11027,STORE-02,DRIPPER-01,Pour-Over Dripper,2,22.0,2.2,card,EMP-04,2026-08-28T07:11:00,555-4064
SQ-11027,STORE-02,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-04,2026-08-28T07:11:00,555-4064
SQ-11027,STORE-02,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-04,2026-08-28T07:11:00,555-4064
SQ-11028,STORE-02,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-01,2026-08-28T14:08:00,
SQ-11028,STORE-02,GRINDER-01,Burr Grinder,2,42.0,0.0,cash,EMP-01,2026-08-28T14:08:00,
SQ-11028,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,cash,EMP-01,2026-08-28T14:08:00,
SQ-11029,STORE-02,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-12,2026-08-28T07:36:00,
SQ-11029,STORE-02,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-12,2026-08-28T07:36:00,
SQ-11030,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-11,2026-08-28T13:23:00,555-9317
SQ-11030,STORE-02,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-11,2026-08-28T13:23:00,555-9317
SQ-11030,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-11,2026-08-28T13:23:00,555-9317
SQ-11031,STORE-02,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-07,2026-08-28T11:50:00,
SQ-11032,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,1.55,card,EMP-08,2026-08-28T12:30:00,555-6758
SQ-11032,STORE-01,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,cash,EMP-08,2026-08-28T12:30:00,555-6758
SQ-11033,STORE-02,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-10,2026-08-28T13:57:00,
SQ-11034,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-01,2026-08-28T18:11:00,
SQ-11034,STORE-01,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,cash,EMP-01,2026-08-28T18:11:00,
SQ-11034,STORE-01,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-01,2026-08-28T18:11:00,
SQ-11035,STORE-01,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-10,2026-08-28T12:46:00,
SQ-11036,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-08,2026-08-28T09:55:00,
SQ-11037,STORE-01,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-04,2026-08-28T13:21:00,555-8588
SQ-11037,STORE-01,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-04,2026-08-28T13:21:00,555-8588
SQ-11037,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-04,2026-08-28T13:21:00,555-8588
SQ-11038,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-09,2026-08-28T13:58:00,555-6179
SQ-11038,STORE-03,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,cash,EMP-09,2026-08-28T13:58:00,555-6179
SQ-11039,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-08,2026-08-28T10:03:00,
SQ-11039,STORE-02,GM-8OZ,Ground Medium 8oz,2,6.5,0.65,cash,EMP-08,2026-08-28T10:03:00,
SQ-11040,STORE-03,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-06,2026-08-28T16:31:00,
SQ-11040,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-06,2026-08-28T16:31:00,
SQ-11041,STORE-02,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-03,2026-08-28T18:08:00,
SQ-11041,STORE-02,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-03,2026-08-28T18:08:00,
SQ-11041,STORE-02,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,cash,EMP-03,2026-08-28T18:08:00,
SQ-11042,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,cash,EMP-01,2026-08-28T09:22:00,555-7482
SQ-11042,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,cash,EMP-01,2026-08-28T09:22:00,555-7482
SQ-11043,STORE-02,LR-12OZ,Light Roast 12oz,2,15.0,0.0,cash,EMP-12,2026-08-28T12:13:00,
SQ-11043,STORE-02,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-12,2026-08-28T12:13:00,
SQ-11044,STORE-01,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,cash,EMP-04,2026-08-28T14:21:00,
SQ-11044,STORE-01,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-04,2026-08-28T14:21:00,
SQ-11044,STORE-01,DR-8OZ,Dark Roast 8oz,2,11.0,1.1,cash,EMP-04,2026-08-28T14:21:00,
