transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-11113,STORE-02,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-08,2026-09-02T09:04:00,
SQ-11113,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-08,2026-09-02T09:04:00,
SQ-11114,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-06,2026-09-02T12:00:00,
SQ-11114,STORE-03,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-06,2026-09-02T12:00:00,
SQ-11114,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-06,2026-09-02T12:00:00,
SQ-11115,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-08,2026-09-02T08:48:00,
SQ-11115,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-08,2026-09-02T08:48:00,
SQ-11115,STORE-03,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-08,2026-09-02T08:48:00,
SQ-11116,STORE-01,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,cash,EMP-06,2026-09-02T11:06:00,
SQ-11116,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-06,2026-09-02T11:06:00,
SQ-11116,STORE-01,LR-12OZ,Light Roast 12oz,2,15.0,0.0,cash,EMP-06,2026-09-02T11:06:00,
SQ-11117,STORE-01,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-01,2026-09-02T13:48:00,
SQ-11118,STORE-01,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-12,2026-09-02T08:42:00,
SQ-11118,STORE-01,DR-12OZ,Dark Roast 12oz,2,16.0,1.6,card,EMP-12,2026-09-02T08:42:00,
SQ-11119,STORE-03,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-10,2026-09-02T12:39:00,
SQ-11119,STORE-03,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-10,2026-09-02T12:39:00,
SQ-11119,STORE-03,MUG-CER,Ceramic Mug,2,12.0,1.2,card,EMP-10,2026-09-02T12:39:00,
SQ-11120,STORE-02,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-09,2026-09-02T16:09:00,
SQ-11120,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-09,2026-09-02T16:09:00,
SQ-11121,STORE-02,MUG-CER,Ceramic Mug,2,12.0,1.2,cash,EMP-02,2026-09-02T08:27:00,
SQ-11122,STORE-01,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-10,2026-09-02T18:31:00,
SQ-11123,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-02,2026-09-02T08:09:00,
SQ-11123,STORE-01,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-02,2026-09-02T08:09:00,
SQ-11124,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-03,2026-09-02T12:24:00,
SQ-11124,STORE-01,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-03,2026-09-02T12:24:00,
SQ-11125,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,cash,EMP-02,2026-09-02T14:44:00,555-4647
SQ-11126,STORE-01,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-08,2026-09-02T09:12:00,
SQ-11127,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,cash,EMP-05,2026-09-02T11:46:00,555-5395
SQ-11128,STORE-02,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-08,2026-09-02T08:23:00,
SQ-11129,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,cash,EMP-06,2026-09-02T09:42:00,
SQ-11130,STORE-02,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-10,2026-09-02T16:51:00,
SQ-11131,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-08,2026-09-02T10:29:00,
SQ-11132,STORE-01,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-02,2026-09-02T16:09:00,555-3394
SQ-11133,STORE-01,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-06,2026-09-02T07:30:00,
SQ-11133,STORE-01,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-06,2026-09-02T07:30:00,
SQ-11133,STORE-01,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-06,2026-09-02T07:30:00,
