transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-10861,STORE-03,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-05,2026-08-20T13:37:00,
SQ-10861,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-05,2026-08-20T13:37:00,
SQ-10861,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-05,2026-08-20T13:37:00,
SQ-10862,STORE-02,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-03,2026-08-20T18:13:00,
SQ-10863,STORE-01,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-07,2026-08-20T07:07:00,555-4064
SQ-10863,STORE-01,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,cash,EMP-07,2026-08-20T07:07:00,555-4064
SQ-10863,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-07,2026-08-20T07:07:00,555-4064
SQ-10864,STORE-03,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-07,2026-08-20T12:42:00,
SQ-10865,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-04,2026-08-20T10:22:00,
SQ-10865,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-04,2026-08-20T10:22:00,
SQ-10865,STORE-02,GRINDER-01,Burr Grinder,1,42.0,4.2,card,EMP-04,2026-08-20T10:22:00,
SQ-10866,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-08,2026-08-20T18:02:00,555-3161
SQ-10867,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-12,2026-08-20T09:45:00,
SQ-10867,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-12,2026-08-20T09:45:00,
SQ-10868,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-03,2026-08-20T15:32:00,
SQ-10869,STORE-03,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-09,2026-08-20T18:46:00,
SQ-10869,STORE-03,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-09,2026-08-20T18:46:00,
SQ-10869,STORE-03,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-09,2026-08-20T18:46:00,
SQ-10870,STORE-02,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-04,2026-08-20T14:50:00,
