transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-10441,STORE-03,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-05,2026-07-30T18:52:00,555-2196
SQ-10441,STORE-03,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-05,2026-07-30T18:52:00,555-2196
SQ-10441,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-05,2026-07-30T18:52:00,555-2196
SQ-10442,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-07,2026-07-30T07:19:00,
SQ-10442,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,cash,EMP-07,2026-07-30T07:19:00,
SQ-10443,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-11,2026-07-30T16:40:00,
SQ-10443,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,cash,EMP-11,2026-07-30T16:40:00,
SQ-10444,STORE-01,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-08,2026-07-30T16:42:00,555-6238
SQ-10445,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-08,2026-07-30T15:06:00,555-2145
SQ-10446,STORE-02,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-09,2026-07-30T14:50:00,555-2374
SQ-10446,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-09,2026-07-30T14:50:00,555-2374
SQ-10447,STORE-01,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-05,2026-07-30T15:12:00,
SQ-10447,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-05,2026-07-30T15:12:00,
SQ-10447,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,cash,EMP-05,2026-07-30T15:12:00,
SQ-10448,STORE-03,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-07,2026-07-30T12:39:00,555-7875
SQ-10449,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-11,2026-07-30T16:41:00,
SQ-10449,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-11,2026-07-30T16:41:00,
SQ-10450,STORE-02,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-06,2026-07-30T11:33:00,
SQ-10451,STORE-02,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-02,2026-07-30T07:52:00,555-9317
SQ-10452,STORE-02,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,cash,EMP-01,2026-07-30T16:18:00,
SQ-10452,STORE-02,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-01,2026-07-30T16:18:00,
SQ-10453,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,1.1,card,EMP-03,2026-07-30T18:56:00,555-0289
SQ-10454,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-12,2026-07-30T16:52:00,
SQ-10454,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.65,card,EMP-12,2026-07-30T16:52:00,
SQ-10455,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,cash,EMP-04,2026-07-30T12:33:00,
SQ-10456,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-02,2026-07-30T18:42:00,
SQ-10457,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-08,2026-07-30T16:21:00,
SQ-10458,STORE-01,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,cash,EMP-08,2026-07-30T09:54:00,555-2145
