transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-10739,STORE-02,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-09,2026-08-14T15:34:00,
SQ-10739,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-09,2026-08-14T15:34:00,
SQ-10740,STORE-02,MUG-CER,Ceramic Mug,1,12.0,0.0,cash,EMP-08,2026-08-14T08:17:00,555-5395
SQ-10740,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-08,2026-08-14T08:17:00,555-5395
SQ-10741,STORE-03,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-07,2026-08-14T08:42:00,555-2145
SQ-10741,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-07,2026-08-14T08:42:00,555-2145
SQ-10742,STORE-02,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-06,2026-08-14T17:34:00,
SQ-10742,STORE-02,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,cash,EMP-06,2026-08-14T17:34:00,
SQ-10742,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,cash,EMP-06,2026-08-14T17:34:00,
SQ-10743,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,cash,EMP-05,2026-08-14T09:37:00,555-7139
SQ-10744,STORE-03,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,cash,EMP-10,2026-08-14T14:12:00,
SQ-10744,STORE-03,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-10,2026-08-14T14:12:00,
SQ-10744,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-10,2026-08-14T14:12:00,
SQ-10745,STORE-01,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-08,2026-08-14T10:34:00,
SQ-10746,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-06,2026-08-14T08:36:00,555-7136
SQ-10746,STORE-03,DR-8OZ,Dark Roast 8oz,1,11.0,1.1,cash,EMP-06,2026-08-14T08:36:00,555-7136
SQ-10746,STORE-03,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-06,2026-08-14T08:36:00,555-7136
SQ-10747,STORE-03,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-01,2026-08-14T10:38:00,555-2145
SQ-10747,STORE-03,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-01,2026-08-14T10:38:00,555-2145
SQ-10747,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,1.1,card,EMP-01,2026-08-14T10:38:00,555-2145
SQ-10748,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-10,2026-08-14T14:20:00,
SQ-10748,STORE-03,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-10,2026-08-14T14:20:00,
SQ-10748,STORE-03,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-10,2026-08-14T14:20:00,
SQ-10749,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-12,2026-08-14T14:17:00,
SQ-10749,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-12,2026-08-14T14:17:00,
SQ-10749,STORE-01,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-12,2026-08-14T14:17:00,
SQ-10750,STORE-01,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-08,2026-08-14T07:58:00,
SQ-10750,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-08,2026-08-14T07:58:00,
SQ-10751,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-08,2026-08-14T14:40:00,
SQ-10751,STORE-02,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-08,2026-08-14T14:40:00,
SQ-10752,STORE-02,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-09,2026-08-14T10:21:00,
SQ-10753,STORE-02,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-10,2026-08-14T13:27:00,555-7482
SQ-10754,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-04,2026-08-14T08:22:00,555-1870
SQ-10754,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-04,2026-08-14T08:22:00,555-1870
SQ-10755,STORE-03,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-08,2026-08-14T09:57:00,555-9317
SQ-10756,STORE-01,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-02,2026-08-14T14:58:00,555-5395
SQ-10757,STORE-02,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-05,2026-08-14T14:42:00,
SQ-10758,STORE-01,MUG-CER,Ceramic Mug,1,12.0,1.2,card,EMP-07,2026-08-14T07:53:00,
SQ-10758,STORE-01,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-07,2026-08-14T07:53:00,
SQ-10758,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-07,2026-08-14T07:53:00,
