transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-10907,STORE-01,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-03,2026-08-22T08:50:00,
SQ-10907,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-03,2026-08-22T08:50:00,
SQ-10907,STORE-01,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-03,2026-08-22T08:50:00,
SQ-10908,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-02,2026-08-22T16:16:00,
SQ-10908,STORE-03,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-02,2026-08-22T16:16:00,
SQ-10908,STORE-03,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-02,2026-08-22T16:16:00,
SQ-10909,STORE-01,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-01,2026-08-22T10:22:00,
SQ-10910,STORE-02,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-01,2026-08-22T17:19:00,
SQ-10910,STORE-02,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,cash,EMP-01,2026-08-22T17:19:00,
SQ-10911,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-01,2026-08-22T09:05:00,555-8588
SQ-10911,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-01,2026-08-22T09:05:00,555-8588
SQ-10911,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-01,2026-08-22T09:05:00,555-8588
SQ-10912,STORE-03,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-09,2026-08-22T17:33:00,
SQ-10913,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-11,2026-08-22T14:11:00,
SQ-10913,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-11,2026-08-22T14:11:00,
SQ-10913,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-11,2026-08-22T14:11:00,
SQ-10914,STORE-02,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-03,2026-08-22T09:47:00,
SQ-10914,STORE-02,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,cash,EMP-03,2026-08-22T09:47:00,
SQ-10914,STORE-02,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-03,2026-08-22T09:47:00,
SQ-10915,STORE-02,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-12,2026-08-22T10:16:00,
SQ-10916,STORE-03,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-04,2026-08-22T18:06:00,
SQ-10916,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-04,2026-08-22T18:06:00,
SQ-10917,STORE-01,LR-12OZ,Light Roast 12oz,2,15.0,1.5,card,EMP-10,2026-08-22T15:40:00,
SQ-10917,STORE-01,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,cash,EMP-10,2026-08-22T15:40:00,
SQ-10918,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,cash,EMP-07,2026-08-22T07:24:00,
SQ-10918,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-07,2026-08-22T07:24:00,
SQ-10918,STORE-01,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-07,2026-08-22T07:24:00,
SQ-10919,STORE-01,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-02,2026-08-22T15:53:00,
SQ-10919,STORE-01,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,cash,EMP-02,2026-08-22T15:53:00,
SQ-10919,STORE-01,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,cash,EMP-02,2026-08-22T15:53:00,
