transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-10500,STORE-03,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-01,2026-08-02T07:59:00,
SQ-10500,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-01,2026-08-02T07:59:00,
SQ-10501,STORE-02,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,cash,EMP-05,2026-08-02T14:46:00,
SQ-10502,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-07,2026-08-02T12:25:00,555-9317
SQ-10502,STORE-02,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-07,2026-08-02T12:25:00,555-9317
SQ-10502,STORE-02,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-07,2026-08-02T12:25:00,555-9317
SQ-10503,STORE-02,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-03,2026-08-02T15:50:00,555-9317
SQ-10503,STORE-02,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-03,2026-08-02T15:50:00,555-9317
SQ-10504,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,1.6,card,EMP-03,2026-08-02T16:53:00,
SQ-10504,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-03,2026-08-02T16:53:00,
SQ-10504,STORE-03,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-03,2026-08-02T16:53:00,
SQ-10505,STORE-01,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,cash,EMP-05,2026-08-02T12:33:00,
SQ-10505,STORE-01,DR-12OZ,Dark Roast 12oz,2,16.0,1.6,card,EMP-05,2026-08-02T12:33:00,
SQ-10505,STORE-01,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,cash,EMP-05,2026-08-02T12:33:00,
SQ-10506,STORE-03,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-02,2026-08-02T10:29:00,
SQ-10506,STORE-03,LR-12OZ,Light Roast 12oz,1,15.0,1.5,cash,EMP-02,2026-08-02T10:29:00,
SQ-10507,STORE-03,MUG-CER,Ceramic Mug,1,12.0,1.2,card,EMP-06,2026-08-02T12:37:00,
SQ-10507,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-06,2026-08-02T12:37:00,
SQ-10507,STORE-03,LR-12OZ,Light Roast 12oz,1,15.0,0.0,cash,EMP-06,2026-08-02T12:37:00,
SQ-10508,STORE-01,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,cash,EMP-08,2026-08-02T18:25:00,
SQ-10509,STORE-02,GRINDER-01,Burr Grinder,2,42.0,4.2,card,EMP-06,2026-08-02T14:23:00,
SQ-10509,STORE-02,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-06,2026-08-02T14:23:00,
SQ-10509,STORE-02,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-06,2026-08-02T14:23:00,
SQ-10510,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-03,2026-08-02T13:50:00,
SQ-10511,STORE-02,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-01,2026-08-02T08:23:00,
SQ-10512,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-05,2026-08-02T11:33:00,
SQ-10512,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-05,2026-08-02T11:33:00,
SQ-10513,STORE-02,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-12,2026-08-02T16:38:00,555-2146
SQ-10513,STORE-02,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-12,2026-08-02T16:38:00,555-2146
SQ-10513,STORE-02,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,cash,EMP-12,2026-08-02T16:38:00,555-2146
SQ-10514,STORE-01,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-07,2026-08-02T15:42:00,
SQ-10514,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-07,2026-08-02T15:42:00,
SQ-10515,STORE-01,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-08,2026-08-02T07:51:00,555-6238
SQ-10516,STORE-01,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,cash,EMP-10,2026-08-02T12:32:00,
SQ-10516,STORE-01,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-10,2026-08-02T12:32:00,
SQ-10516,STORE-01,LR-12OZ,Light Roast 12oz,2,15.0,0.0,cash,EMP-10,2026-08-02T12:32:00,
SQ-10517,STORE-03,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-08,2026-08-02T10:10:00,
SQ-10517,STORE-03,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,cash,EMP-08,2026-08-02T10:10:00,
SQ-10518,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,cash,EMP-03,2026-08-02T14:13:00,
SQ-10518,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-03,2026-08-02T14:13:00,
SQ-10518,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,cash,EMP-03,2026-08-02T14:13:00,
