transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-10402,STORE-02,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-11,2026-07-28T11:43:00,555-1870
SQ-10402,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-11,2026-07-28T11:43:00,555-1870
SQ-10402,STORE-02,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,cash,EMP-11,2026-07-28T11:43:00,555-1870
SQ-10403,STORE-01,GRINDER-01,Burr Grinder,2,42.0,4.2,card,EMP-10,2026-07-28T16:12:00,555-5395
SQ-10404,STORE-01,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-05,2026-07-28T10:26:00,
SQ-10405,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,cash,EMP-08,2026-07-28T11:12:00,
SQ-10405,STORE-03,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-08,2026-07-28T11:12:00,
SQ-10406,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-10,2026-07-28T08:19:00,
SQ-10406,STORE-03,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-10,2026-07-28T08:19:00,
SQ-10407,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-12,2026-07-28T18:30:00,
SQ-10407,STORE-03,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-12,2026-07-28T18:30:00,
SQ-10408,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-10,2026-07-28T14:13:00,555-2004
SQ-10408,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-10,2026-07-28T14:13:00,555-2004
SQ-10408,STORE-03,LR-12OZ,Light Roast 12oz,1,15.0,0.0,cash,EMP-10,2026-07-28T14:13:00,555-2004
SQ-10409,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,1.1,card,EMP-01,2026-07-28T08:43:00,
SQ-10410,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-11,2026-07-28T17:45:00,
SQ-10410,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-11,2026-07-28T17:45:00,
SQ-10410,STORE-01,GRINDER-01,Burr Grinder,2,42.0,4.2,card,EMP-11,2026-07-28T17:45:00,
SQ-10411,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-04,2026-07-28T17:45:00,
SQ-10411,STORE-01,GRINDER-01,Burr Grinder,1,42.0,0.0,cash,EMP-04,2026-07-28T17:45:00,
SQ-10412,STORE-03,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,cash,EMP-08,2026-07-28T12:55:00,
SQ-10412,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,cash,EMP-08,2026-07-28T12:55:00,
SQ-10412,STORE-03,DRIPPER-01,Pour-Over Dripper,2,22.0,2.2,card,EMP-08,2026-07-28T12:55:00,
SQ-10413,STORE-02,DR-12OZ,Dark Roast 12oz,2,16.0,1.6,card,EMP-09,2026-07-28T15:35:00,555-5766
SQ-10413,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-09,2026-07-28T15:35:00,555-5766
SQ-10414,STORE-01,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-05,2026-07-28T13:07:00,555-3685
SQ-10414,STORE-01,MUG-CER,Ceramic Mug,1,12.0,0.0,cash,EMP-05,2026-07-28T13:07:00,555-3685
SQ-10415,STORE-02,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-05,2026-07-28T11:11:00,
SQ-10415,STORE-02,MUG-CER,Ceramic Mug,1,12.0,0.0,cash,EMP-05,2026-07-28T11:11:00,
SQ-10416,STORE-02,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-12,2026-07-28T15:43:00,
SQ-10416,STORE-02,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-12,2026-07-28T15:43:00,
SQ-10417,STORE-02,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-01,2026-07-28T08:10:00,555-2931
SQ-10417,STORE-02,GRINDER-01,Burr Grinder,2,42.0,0.0,cash,EMP-01,2026-07-28T08:10:00,555-2931
SQ-10417,STORE-02,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,cash,EMP-01,2026-07-28T08:10:00,555-2931
SQ-10418,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-10,2026-07-28T18:53:00,555-2196
SQ-10418,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-10,2026-07-28T18:53:00,555-2196
SQ-10418,STORE-02,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,cash,EMP-10,2026-07-28T18:53:00,555-2196
SQ-10419,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-01,2026-07-28T18:37:00,
SQ-10419,STORE-01,GRINDER-01,Burr Grinder,2,42.0,0.0,cash,EMP-01,2026-07-28T18:37:00,
SQ-10420,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,cash,EMP-10,2026-07-28T10:10:00,555-7875
SQ-10420,STORE-03,LR-12OZ,Light Roast 12oz,2,15.0,0.0,cash,EMP-10,2026-07-28T10:10:00,555-7875
SQ-10420,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-10,2026-07-28T10:10:00,555-7875
SQ-10421,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-05,2026-07-28T13:22:00,555-6758
SQ-10421,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-05,2026-07-28T13:22:00,555-6758
SQ-10421,STORE-03,LR-12OZ,Light Roast 12oz,2,15.0,1.5,card,EMP-05,2026-07-28T13:22:00,555-6758
SQ-10422,STORE-03,DRIPPER-01,Pour-Over Dripper,2,22.0,2.2,card,EMP-05,2026-07-28T08:28:00,
SQ-10422,STORE-03,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-05,2026-07-28T08:28:00,
SQ-10423,STORE-01,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-03,2026-07-28T07:11:00,
SQ-10423,STORE-01,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-03,2026-07-28T07:11:00,
SQ-10424,STORE-02,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-08,2026-07-28T10:15:00,555-7875
SQ-10424,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-08,2026-07-28T10:15:00,555-7875
SQ-10425,STORE-03,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-12,2026-07-28T09:17:00,
SQ-10425,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-12,2026-07-28T09:17:00,
