transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-9061,STORE-01,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-07,2026-06-11T09:39:00,
SQ-9062,STORE-02,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-02,2026-06-11T18:50:00,
SQ-9062,STORE-02,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-02,2026-06-11T18:50:00,
SQ-9063,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,cash,EMP-03,2026-06-11T07:31:00,
SQ-9064,STORE-02,DR-8OZ,Dark Roast 8oz,1,11.0,0.0,card,EMP-11,2026-06-11T07:17:00,
SQ-9064,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-11,2026-06-11T07:17:00,
SQ-9065,STORE-02,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-12,2026-06-11T13:24:00,555-7136
SQ-9065,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-12,2026-06-11T13:24:00,555-7136
SQ-9066,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-08,2026-06-11T10:31:00,555-0289
SQ-9066,STORE-03,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-08,2026-06-11T10:31:00,555-0289
SQ-9066,STORE-03,MUG-CER,Ceramic Mug,1,12.0,1.2,card,EMP-08,2026-06-11T10:31:00,555-0289
SQ-9067,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-02,2026-06-11T09:36:00,
SQ-9068,STORE-03,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-08,2026-06-11T08:09:00,
SQ-9068,STORE-03,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-08,2026-06-11T08:09:00,
SQ-9068,STORE-03,DRIPPER-01,Pour-Over Dripper,1,22.0,2.2,card,EMP-08,2026-06-11T08:09:00,
SQ-9069,STORE-01,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-04,2026-06-11T13:50:00,
SQ-9070,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-10,2026-06-11T10:45:00,
SQ-9070,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-10,2026-06-11T10:45:00,
SQ-9070,STORE-02,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-10,2026-06-11T10:45:00,
SQ-9071,STORE-03,MUG-CER,Ceramic Mug,1,12.0,0.0,card,EMP-04,2026-06-11T08:44:00,
SQ-9072,STORE-03,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,card,EMP-04,2026-06-11T13:32:00,
SQ-9072,STORE-03,GRINDER-01,Burr Grinder,2,42.0,0.0,card,EMP-04,2026-06-11T13:32:00,
SQ-9073,STORE-01,GRINDER-01,Burr Grinder,1,42.0,0.0,cash,EMP-12,2026-06-11T07:04:00,
SQ-9074,STORE-01,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,cash,EMP-06,2026-06-11T18:43:00,555-2842
SQ-9074,STORE-01,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,cash,EMP-06,2026-06-11T18:43:00,555-2842
SQ-9074,STORE-01,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-06,2026-06-11T18:43:00,555-2842
SQ-9075,STORE-01,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,cash,EMP-07,2026-06-11T16:10:00,555-2145
SQ-9075,STORE-01,LR-12OZ,Light Roast 12oz,2,15.0,0.0,cash,EMP-07,2026-06-11T16:10:00,555-2145
SQ-9076,STORE-02,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-07,2026-06-11T07:55:00,555-3394
SQ-9076,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,card,EMP-07,2026-06-11T07:55:00,555-3394
SQ-9076,STORE-02,DRIPPER-01,Pour-Over Dripper,1,22.0,2.2,cash,EMP-07,2026-06-11T07:55:00,555-3394
