transaction_id,location_id,item_sku,item_name,qty,unit_price,discount,payment_type,employee_id,created_at_local,customer_phone
SQ-10794,STORE-02,GRINDER-01,Burr Grinder,2,42.0,4.2,card,EMP-09,2026-08-17T14:03:00,555-6179
SQ-10794,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-09,2026-08-17T14:03:00,555-6179
SQ-10795,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,1.55,card,EMP-06,2026-08-17T11:42:00,555-7875
SQ-10795,STORE-02,LR-12OZ,Light Roast 12oz,2,15.0,0.0,cash,EMP-06,2026-08-17T11:42:00,555-7875
SQ-10795,STORE-02,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-06,2026-08-17T11:42:00,555-7875
SQ-10796,STORE-03,DR-12OZ,Dark Roast 12oz,2,16.0,0.0,card,EMP-04,2026-08-17T09:36:00,555-2931
SQ-10797,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-07,2026-08-17T10:16:00,555-6238
SQ-10797,STORE-01,DRIPPER-01,Pour-Over Dripper,2,22.0,2.2,card,EMP-07,2026-08-17T10:16:00,555-6238
SQ-10797,STORE-01,GM-8OZ,Ground Medium 8oz,1,6.5,0.65,cash,EMP-07,2026-08-17T10:16:00,555-6238
SQ-10798,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-02,2026-08-17T18:53:00,555-6758
SQ-10798,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,cash,EMP-02,2026-08-17T18:53:00,555-6758
SQ-10798,STORE-03,DR-12OZ,Dark Roast 12oz,1,16.0,0.0,card,EMP-02,2026-08-17T18:53:00,555-6758
SQ-10799,STORE-01,GM-8OZ,Ground Medium 8oz,1,6.5,0.0,card,EMP-01,2026-08-17T11:53:00,555-5395
SQ-10799,STORE-01,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-01,2026-08-17T11:53:00,555-5395
SQ-10800,STORE-02,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-12,2026-08-17T12:44:00,
SQ-10800,STORE-02,MR-12OZ,Medium Roast 12oz,1,15.5,0.0,cash,EMP-12,2026-08-17T12:44:00,
SQ-10801,STORE-03,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-10,2026-08-17T07:06:00,
SQ-10802,STORE-01,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-01,2026-08-17T14:55:00,
SQ-10803,STORE-03,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-09,2026-08-17T12:14:00,
SQ-10804,STORE-01,LR-12OZ,Light Roast 12oz,2,15.0,0.0,card,EMP-11,2026-08-17T18:09:00,555-2145
SQ-10804,STORE-01,GM-8OZ,Ground Medium 8oz,2,6.5,0.0,cash,EMP-11,2026-08-17T18:09:00,555-2145
SQ-10804,STORE-01,DRIPPER-01,Pour-Over Dripper,1,22.0,0.0,card,EMP-11,2026-08-17T18:09:00,555-2145
SQ-10805,STORE-01,DR-12OZ,Dark Roast 12oz,2,16.0,1.6,card,EMP-08,2026-08-17T17:46:00,
SQ-10805,STORE-01,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-08,2026-08-17T17:46:00,
SQ-10805,STORE-01,MUG-CER,Ceramic Mug,2,12.0,0.0,card,EMP-08,2026-08-17T17:46:00,
SQ-10806,STORE-03,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-04,2026-08-17T11:17:00,555-2004
SQ-10806,STORE-03,LR-12OZ,Light Roast 12oz,1,15.0,0.0,card,EMP-04,2026-08-17T11:17:00,555-2004
SQ-10806,STORE-03,MUG-CER,Ceramic Mug,2,12.0,0.0,cash,EMP-04,2026-08-17T11:17:00,555-2004
SQ-10807,STORE-01,DR-12OZ,Dark Roast 12oz,1,16.0,1.6,card,EMP-04,2026-08-17T09:30:00,555-2374
SQ-10807,STORE-01,MR-12OZ,Medium Roast 12oz,2,15.5,0.0,card,EMP-04,2026-08-17T09:30:00,555-2374
SQ-10808,STORE-02,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-02,2026-08-17T07:07:00,555-5865
SQ-10808,STORE-02,MUG-CER,Ceramic Mug,1,12.0,0.0,cash,EMP-02,2026-08-17T07:07:00,555-5865
SQ-10809,STORE-01,GRINDER-01,Burr Grinder,1,42.0,0.0,card,EMP-09,2026-08-17T13:10:00,
SQ-10809,STORE-01,DR-8OZ,Dark Roast 8oz,2,11.0,0.0,card,EMP-09,2026-08-17T13:10:00,
SQ-10809,STORE-01,DRIPPER-01,Pour-Over Dripper,2,22.0,0.0,card,EMP-09,2026-08-17T13:10:00,
